nome_curso;modalidade_ensino;ingressantes_2009;ingressantes_2010;ingressantes_2011;ingressantes_2012;ingressantes_2013;ingressantes_2014;ingressantes_2015;ingressantes_2016;ingressantes_2017;ingressantes_2018;concluintes_2009;concluintes_2010;concluintes_2011;concluintes_2012;concluintes_2013;concluintes_2014;concluintes_2015;concluintes_2016;concluintes_2017;concluintes_2018
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET EIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;795.0;;;;;;;;;;120.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET EIXOTECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;46.0;;;;;;;;;;27.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET NOVA AMERICA;Presencial;38.0;;;;;;;;;;10.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNETAGRUPAMENTO DE AREA PROFISSIONAL INFORMATICA E DE TELECOMUNICACOES;Presencial;31.0;;;;;;;;;;51.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNETAGRUPAMENTO DE AREA PROFISSIONAL INFORMATICA E TELECOMUNICACOES;Presencial;72.0;;;;;;;;;;47.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNETAGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;53.0;;;;;;;;;;41.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNETEIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;12.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TELECOMUNICACOES;Presencial;55.0;;;;;;;;;;22.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TELEMATICA;Presencial;42.0;;;;;;;;;;4.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TELEMATICA AREA PROFISSIONAL TELECOMUNICACOES;Presencial;66.0;;;;;;;;;;21.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TELEMATICA EIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;107.0;;;;;;;;;;28.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TRANSITO;Presencial;47.0;;;;;;;;;;14.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TRANSPORTE AEREO;Presencial;10.0;;;;;;;;;;10.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TRANSPORTE TERRESTRE;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TRANSPORTE TERRESTRE EIXO TECNOLOGICO INFRA  ESTRUTURA;Presencial;68.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TRANSPORTE TERRESTRE EIXO TECNOLOGICO INFRAESTRUTURA;Presencial;17.0;;;;;;;;;;10.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TRANSPORTES URBANOS;Presencial;88.0;;;;;;;;;;25.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TREINAMENTO DE FUTEBOL;Presencial;4.0;;;;;;;;;;16.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TURISMO;Presencial;104.0;;;;;;;;;;65.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TURISMO AREA PROFISSIONAL TURISMO E HOSPITALIDADE;Presencial;1.0;;;;;;;;;;63.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TURISMO E HOSPITALIDADE GESTAO DE EMPREENDIMENTOS TURISTICOS E EM EVENTOS EM NEGOCIOS;Presencial;66.0;;;;;;;;;;32.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TURISMO ECOLOGICO;Presencial;91.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM TURISMO RECEPTIVO AREA PROFISSIONAL TURISMO E HOSPITALIDADE;Presencial;23.0;;;;;;;;;;6.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM VENDAS E ESTRATEGIA COMERCIAL;Presencial;51.0;;;;;;;;;;18.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM VISAGISMO E ESTETICA CAPILAR;Presencial;29.0;;;;;;;;;;111.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM VISAGISMO E TERAPIA CAPILAR;Presencial;167.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM VITICULTURA E ENOLOGIA;Presencial;98.0;;;;;;;;;;34.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM WEB DESIGN AREA PROFISSIONAL INFORMATICA;Presencial;36.0;;;;;;;;;;47.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM WEB DESIGN EDITORACAO ELETRONICA AREA INFORMATICA;Presencial;54.0;;;;;;;;;;22.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM WEB DESIGNER;Presencial;5.0;;;;;;;;;;5.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM WEBDESIGN;Presencial;44.0;;;;;;;;;;21.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA ESTETICA E COSMETICA;Presencial;57.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA FINANCEIRA  NORTE;Presencial;63.0;;;;;;;;;;32.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA MECANICA MODALIDADE PROCESSOS DE PRODUCAO;Presencial;249.0;;;;;;;;;;187.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA MECANICA MODALIDADE SOLDAGEM;Presencial;74.0;;;;;;;;;;83.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA MECANICA NA MODALIDADE PROCESSOS DE PRODUCAO;Presencial;240.0;;;;;;;;;;90.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA MECANICA NA MODALIDADE PROJETOS;Presencial;158.0;;;;;;;;;;69.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA MECANICA PRODUCAO INDUSTRIAL DE MOVEIS;Presencial;42.0;;;;;;;;;;17.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA MODA ESTILO E NEGOCIOS;Presencial;90.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA SEGURANCA PRIVADA;Presencial;65.0;;;;;;;;;;51.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA TEXTIL;Presencial;131.0;;;;;;;;;;43.0;;;;;;;;;
CURSO SUPERIOR DO AUDIOVISUAL;Presencial;38.0;;;;;;;;;;27.0;;;;;;;;;
CURSO SUPERIOR EM AGRONOMIA;Presencial;71.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR EM GESTAO DE SEGURANCA PRIVADA;Presencial;26.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR EM LICENCIATURA PLENA EM QUIMICA;Presencial;35.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR EM TECNOLOGIA DE ALIMENTOS;Presencial;51.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR EM TECNOLOGIA DE REDES DE COMPUTADORES;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR EM TECNOLOGIA EM GESTAO DE COOPERATIVAS;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR EM TECNOLOGIA EM SISTEMAS DE INTERNET;Presencial;24.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR EM TECNOLOGIA EN GESTAO DE RECURSOS HUMANOS;Presencial;151.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR LICENCIATURA EM MATEMATICA;Presencial;31.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR TECNOLOGIA EM REDES DE COMPUTADORES;Presencial;71.0;;;;;;;;;;55.0;;;;;;;;;
CURSOS SUPERIOR DE FORMACAO ESPECIFICA EM GESTAO DE MICRO E PEQUENAS EMPRESAS;Presencial;129.0;;;;;;;;;;25.0;;;;;;;;;
CURSOS SUPERIOR DE TECNOLOGIA EM LOGISTICA;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
CURSOS SUPERIORES DE FORMACAO ESPECIFICA DE GESTAO DE PEQUENAS E MEDIAS EMPRESAS;Presencial;97.0;;;;;;;;;;0.0;;;;;;;;;
CURSOS SUPERIORES DE FORMACAO ESPECIFICA DE GESTAO EM SISTEMAS DE INFORMACAO;Presencial;103.0;;;;;;;;;;5.0;;;;;;;;;
CURSOS SUPERIORES DE FORMACAO ESPECIFICA DE GESTAO EMPRESARIAL;Presencial;153.0;;;;;;;;;;12.0;;;;;;;;;
CURSOS SUPERIORES DE FORMACAO ESPECIFICA DE GESTAO HOSPITALAR;Presencial;93.0;;;;;;;;;;10.0;;;;;;;;;
CURSOS SUPERIORES DE FORMACAO ESPECIFICA DE MARKETING ESTRATEGICO;Presencial;155.0;;;;;;;;;;6.0;;;;;;;;;
CURSOS SUPERIORES DE FORMACAO ESPECIFICA DE RECURSOS HUMANOS ESTRATEGICOS;Presencial;215.0;;;;;;;;;;21.0;;;;;;;;;
CUSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE INFORMACAO;Presencial;15.0;;;;;;;;;;0.0;;;;;;;;;
CUSTOS E CONTABILIDADE GERENCIAL;Presencial;;;;1.0;;;;;;;;;;4.0;;;;;;
CÁLCULO TRABALHISTA E PREVIDENCIÁRIO;Presencial;;;;;18.0;16.0;;;;;;;;;10.0;17.0;;;;
DANCA;Presencial;334.0;;;;;;;;;;74.0;;;;;;;;;
DANCA - BACHARELADO EM DANCA;Presencial;1.0;;;;;;;;;;25.0;;;;;;;;;
DANCA - LICENCIATURA EM ARTES DANCA;Presencial;41.0;;;;;;;;;;16.0;;;;;;;;;
DANCA E MOVIMENTO;Presencial;39.0;;;;;;;;;;12.0;;;;;;;;;
DANCA LIC;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
DANCA NATAL;Presencial;39.0;;;;;;;;;;0.0;;;;;;;;;
DANÇA;Presencial;;641.0;862.0;1056.0;1037.0;1057.0;1045.0;1092.0;1041.0;1044.0;;151.0;188.0;282.0;255.0;345.0;295.0;366.0;413.0;576.0
DANÇA DE SALÃO E COREOGRAFIA;Presencial;;;;1.0;;;;;;;;;;0.0;;;;;;
DECORACAO;Presencial;20.0;;;;;;;;;;29.0;;;;;;;;;
DECORACAO DESIGN;Presencial;13.0;;;;;;;;;;16.0;;;;;;;;;
DECORACAO E DESIGN DE INTERIORES;Presencial;57.0;;;;;;;;;;23.0;;;;;;;;;
DECORAÇÃO;Presencial;;21.0;22.0;25.0;28.0;14.0;15.0;10.0;19.0;17.0;;17.0;15.0;11.0;8.0;10.0;9.0;13.0;8.0;5.0
DECORAÇÃO & DESIGN;Presencial;;43.0;56.0;45.0;23.0;38.0;26.0;52.0;5.0;;;15.0;25.0;36.0;26.0;33.0;17.0;9.0;11.0;
DEFESA CIBERNÉTICA;Presencial;;;;;;;;;;51.0;;;;;;;;;;0.0
DEFESA E GESTÃO ESTRATÉGICA INTERNACIONAL;Presencial;;125.0;124.0;119.0;120.0;125.0;121.0;120.0;121.0;124.0;;0.0;0.0;0.0;5.0;22.0;29.0;51.0;70.0;39.0
DESENHO DE ANIMAÇÃO;Presencial;;;;;43.0;49.0;70.0;67.0;69.0;76.0;;;;;0.0;10.0;21.0;30.0;36.0;50.0
DESENHO DE MODA;Presencial;223.0;;;;;;;;;;184.0;;;;;;;;;
DESENHO E PLASTICA;Presencial;24.0;;;;;;;;;;37.0;;;;;;;;;
DESENHO E PLÁSTICA;Presencial;;67.0;62.0;29.0;20.0;11.0;18.0;35.0;25.0;34.0;;35.0;32.0;15.0;10.0;20.0;15.0;16.0;11.0;17.0
DESENHO INDUSTRIAL;Presencial;676.0;822.0;658.0;1142.0;1063.0;981.0;768.0;613.0;505.0;426.0;183.0;435.0;452.0;746.0;506.0;374.0;328.0;275.0;335.0;362.0
DESENHO INDUSTRIAL  INDIANOPOLIS;Presencial;33.0;;;;;;;;;;16.0;;;;;;;;;
DESENHO INDUSTRIAL - COMUNICACAO VISUAL;Presencial;86.0;;;;;;;;;;133.0;;;;;;;;;
DESENHO INDUSTRIAL - COMUNICAÇÃO VISUAL;Presencial;;81.0;88.0;;;;;;;;;89.0;94.0;;;;;;;
DESENHO INDUSTRIAL - DESENHO INDUSTRIAL PROJETO DO PRODUTO;Presencial;9.0;;;;;;;;;;18.0;;;;;;;;;
DESENHO INDUSTRIAL - DESIGN DE MODA;Presencial;;58.0;14.0;61.0;;;;;;1.0;;0.0;0.0;0.0;;;;;;2.0
DESENHO INDUSTRIAL - DESIGN DIGITAL;Presencial;81.0;80.0;45.0;121.0;4.0;1.0;;;;;0.0;0.0;0.0;14.0;40.0;45.0;;;;
DESENHO INDUSTRIAL - INTEGRADA EM PROGRAMACAO VISUAL E PROJETO DO PRODUTO;Presencial;35.0;;;;;;;;;;0.0;;;;;;;;;
DESENHO INDUSTRIAL - MIDIA DIGITAL;Presencial;54.0;;;;;;;;;;0.0;;;;;;;;;
DESENHO INDUSTRIAL - MODA;Presencial;48.0;55.0;81.0;;;;;;;;0.0;0.0;4.0;;;;;;;
DESENHO INDUSTRIAL - MÍDIAS DIGITAIS;Presencial;;98.0;67.0;;;;;;;;;0.0;4.0;;;;;;;
DESENHO INDUSTRIAL - PROGAMACAO VISUAL;Presencial;38.0;;;;;;;;;;22.0;;;;;;;;;
DESENHO INDUSTRIAL - PROGRAMACAO VISUAL;Presencial;357.0;;;;;;;;;;339.0;;;;;;;;;
DESENHO INDUSTRIAL - PROGRAMAÇÃO VISUAL;Presencial;;3.0;;;30.0;15.0;13.0;8.0;11.0;9.0;;29.0;;;20.0;54.0;21.0;43.0;45.0;33.0
DESENHO INDUSTRIAL - PROJETO DE PRODUTO;Presencial;22.0;113.0;;;;;;;;52.0;8.0;73.0;;;;;;;;42.0
DESENHO INDUSTRIAL - PROJETO DO PRODUTO;Presencial;356.0;;120.0;;15.0;5.0;3.0;7.0;3.0;5.0;348.0;;88.0;;20.0;9.0;16.0;10.0;14.0;23.0
DESENHO INDUSTRIAL CAMPUS II BARRA;Presencial;44.0;;;;;;;;;;35.0;;;;;;;;;
DESENHO INDUSTRIAL CAMPUS PRACA XI;Presencial;107.0;;;;;;;;;;61.0;;;;;;;;;
DESENHO INDUSTRIAL SAO JOSE DOS CAMPOS;Presencial;8.0;;;;;;;;;;0.0;;;;;;;;;
DESENVOLVIMENTO DE SISTEMAS;Presencial;;75.0;235.0;32.0;13.0;31.0;31.0;36.0;12.0;22.0;;26.0;76.0;2.0;25.0;34.0;34.0;10.0;14.0;13.0
DESENVOLVIMENTO DE SISTEMAS PARA A INTERNET;Presencial;;11.0;11.0;;;;;;;;;16.0;9.0;;;;;;;
DESENVOLVIMENTO DE SOFTWARE;Presencial;;153.0;57.0;72.0;49.0;49.0;32.0;;;;;41.0;3.0;0.0;14.0;5.0;15.0;;;
DESENVOLVIMENTO PARA WEB;Presencial;;23.0;4.0;31.0;;2.0;;;;;;9.0;17.0;12.0;;13.0;;;;
DESENVOLVIMENTO PARA WEB E COMÉRCIO ELETRÔNICO;Presencial;;1.0;4.0;;;;2.0;;;;;8.0;30.0;;;;0.0;;;
DESENVOLVIMENTO RURAL;Presencial;;;;;;;;;;37.0;;;;;;;;;;0.0
DESENVOLVIMENTO RURAL E GESTÃO AGROINDUSTRIAL;Presencial;;99.0;109.0;40.0;42.0;;40.0;43.0;42.0;41.0;;0.0;0.0;0.0;0.0;;0.0;20.0;15.0;3.0
DESENVOLVIMENTO RURAL E SEGURANÇA ALIMENTAR;Presencial;;;41.0;46.0;;40.0;37.0;32.0;45.0;38.0;;;0.0;0.0;;8.0;17.0;11.0;13.0;7.0
DESIGN;Presencial;2342.0;5686.0;6695.0;7578.0;7774.0;7488.0;7453.0;6206.0;6359.0;6266.0;276.0;2020.0;2318.0;2374.0;2464.0;2588.0;2939.0;3086.0;3146.0;3271.0
DESIGN  PROJETO DE PRODUTO;Presencial;89.0;;;;;;;;;;16.0;;;;;;;;;
DESIGN  PROJETO VISUAL;Presencial;92.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN - ANIMACAO DIGITAL;Presencial;49.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN - ARTES VISUAIS;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN - COMUNICACAO VISUAL;Presencial;429.0;;;;;;;;;;142.0;;;;;;;;;
DESIGN - COMUNICAÇÃO VISUAL;Presencial;;93.0;144.0;;;;;;;;;44.0;54.0;;;;;;;
DESIGN - DESIGN;Presencial;26.0;;;;;;;;;;17.0;;;;;;;;;
DESIGN - DESIGN DE ANIMACAO;Presencial;41.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN - DESIGN DE ANIMAÇÃO;Presencial;;44.0;;;;;;;;;;0.0;;;;;;;;
DESIGN - DESIGN DE GAMES;Presencial;229.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN - DESIGN DE INTERIORES;Presencial;133.0;;;;;;;;;;25.0;;;;;;;;;
DESIGN - DESIGN DE MODA;Presencial;426.0;;;299.0;;;;;;;100.0;;;114.0;;;;;;
DESIGN - DESIGN DE MODA E VESTUARIO;Presencial;83.0;;;;;;;;;;11.0;;;;;;;;;
DESIGN - DESIGN DE PRODUTO;Presencial;168.0;48.0;;;;;;;;;140.0;0.0;;;;;;;;
DESIGN - DESIGN DIGITAL;Presencial;288.0;274.0;285.0;;;;;;;;72.0;57.0;54.0;;;;;;;
DESIGN - DESIGN DO PRODUTO;Presencial;133.0;4.0;4.0;;;;;;;;122.0;60.0;39.0;;;;;;;
DESIGN - DESIGN GRAFICO;Presencial;674.0;;;;;;;;;;546.0;;;;;;;;;
DESIGN - DESIGN GRÁFICO;Presencial;;37.0;107.0;;;;;;;;;30.0;47.0;;;;;;;
DESIGN - DESIGN INDUSTRIAL;Presencial;135.0;;26.0;;;;;;;;68.0;;0.0;;;;;;;
DESIGN - DESIGN VISUAL;Presencial;29.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN - HABILITACAO EM COMUNICACAO VISUAL;Presencial;25.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN - INDUSTRIAL;Presencial;;;;44.0;18.0;20.0;23.0;26.0;19.0;24.0;;;;2.0;16.0;8.0;9.0;18.0;11.0;13.0
DESIGN - INTERFACE DIGITAL;Presencial;230.0;;;;;;;;;;44.0;;;;;;;;;
DESIGN - INTERIORES;Presencial;25.0;;;;;;;;;;13.0;;;;;;;;;
DESIGN - MODA;Presencial;627.0;;;62.0;63.0;63.0;68.0;63.0;66.0;67.0;385.0;;;28.0;36.0;49.0;47.0;32.0;70.0;50.0
DESIGN - PRODUTO;Presencial;30.0;;;;;;;;;;42.0;;;;;;;;;
DESIGN - PROGRAMACAO VISUAL;Presencial;60.0;;;;;;;;;;112.0;;;;;;;;;
DESIGN - PROJETO DE PRODUTO;Presencial;18.0;81.0;;;;;;;;;18.0;38.0;;;;;;;;
DESIGN - PROJETO DO PRODUTO;Presencial;135.0;;83.0;;;;;;;;69.0;;52.0;;;;;;;
DESIGN CNI;Presencial;10.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN COM HABILITACAO EM COMUNICACAO VISUAL;Presencial;12.0;;;;;;;;;;36.0;;;;;;;;;
DESIGN DE AMBIENTES;Presencial;78.0;284.0;96.0;390.0;197.0;119.0;114.0;119.0;104.0;116.0;49.0;1.0;73.0;33.0;38.0;8.0;41.0;19.0;28.0;9.0
DESIGN DE ANIMAÇÃO;Presencial;;;;2.0;1.0;1.0;;;198.0;234.0;;;;1.0;0.0;4.0;;;3.0;23.0
DESIGN DE CARNAVAL;Presencial;;3.0;;;;;;;;;;0.0;;;;;;;;
DESIGN DE GAMES;Presencial;;241.0;255.0;342.0;393.0;514.0;496.0;479.0;522.0;403.0;;0.0;5.0;126.0;45.0;86.0;55.0;97.0;65.0;221.0
DESIGN DE INTERIORES;Presencial;56.0;4304.0;5540.0;8127.0;7750.0;7511.0;7418.0;6695.0;6477.0;5632.0;73.0;1358.0;1807.0;2380.0;2919.0;3096.0;3312.0;3223.0;2989.0;2931.0
DESIGN DE INTERIORES INTEGRAL;Presencial;30.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN DE JOGOS E ENTRETENIMENTO DIGITAL;Presencial;19.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN DE JÓIAS E GEMAS;Presencial;;19.0;19.0;14.0;7.0;19.0;;;;;;1.0;1.0;2.0;5.0;4.0;;;;
DESIGN DE MODA;Presencial;354.0;4545.0;4586.0;5276.0;5348.0;5962.0;5647.0;5518.0;5546.0;4818.0;274.0;1782.0;1896.0;2026.0;2268.0;2313.0;2336.0;2763.0;2425.0;2388.0
DESIGN DE MODA - ESTILISMO;Presencial;165.0;;;199.0;135.0;134.0;63.0;52.0;36.0;52.0;71.0;;;61.0;66.0;79.0;91.0;67.0;61.0;67.0
DESIGN DE MODA - MODELAGEM;Presencial;69.0;;;39.0;45.0;40.0;26.0;24.0;26.0;;58.0;;;21.0;24.0;22.0;20.0;27.0;12.0;
DESIGN DE MODA E TECNOLOGIA;Presencial;117.0;;;;;;;;;;115.0;;;;;;;;;
DESIGN DE MODA TERRA ENCANTADA;Presencial;76.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN DE PRODUTO;Presencial;279.0;1079.0;791.0;1106.0;772.0;665.0;809.0;659.0;636.0;545.0;132.0;385.0;389.0;414.0;265.0;272.0;283.0;316.0;315.0;316.0
DESIGN DIGITAL;Presencial;116.0;201.0;132.0;347.0;352.0;405.0;511.0;470.0;474.0;308.0;90.0;175.0;145.0;158.0;176.0;183.0;119.0;228.0;101.0;220.0
DESIGN DO PRODUTO;Presencial;43.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN EM MODA;Presencial;19.0;;;;;;;;;;43.0;;;;;;;;;
DESIGN GRAFICO;Presencial;444.0;;;;;;;;;;262.0;;;;;;;;;
DESIGN GRÁFICO;Presencial;;5635.0;6506.0;7888.0;7528.0;7693.0;7523.0;7777.0;8515.0;8618.0;;2207.0;2403.0;2726.0;2832.0;2818.0;2977.0;2941.0;3259.0;3600.0
DESIGN IJ - DESIGN DO PRODUTO;Presencial;27.0;;;;;;;;;;12.0;;;;;;;;;
DESIGN IJ - DESIGN GRAFICO;Presencial;14.0;;;;;;;;;;6.0;;;;;;;;;
DESIGN MODA;Presencial;27.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN RNO;Presencial;29.0;;;;;;;;;;0.0;;;;;;;;;
DESIGN VISUAL;Presencial;;;;;;;46.0;51.0;42.0;37.0;;;;;;;20.0;17.0;25.0;22.0
DESING DE MODA;Presencial;107.0;;;;;;;;;;46.0;;;;;;;;;
DIREITO;Presencial;158783.0;184078.0;186389.0;214169.0;225429.0;247369.0;246764.0;242157.0;252716.0;240339.0;72918.0;84404.0;88661.0;91109.0;89665.0;91273.0;99386.0;102596.0;108780.0;121064.0
DIREITO  BROOKLIN;Presencial;234.0;;;;;;;;;;47.0;;;;;;;;;
DIREITO  CAMPUS CAMPO GRANDE;Presencial;168.0;;;;;;;;;;113.0;;;;;;;;;
DIREITO  CAMPUS GUADALUPE;Presencial;69.0;;;;;;;;;;59.0;;;;;;;;;
DIREITO  CAMPUS IV  NITEROI;Presencial;323.0;;;;;;;;;;375.0;;;;;;;;;
DIREITO  CAMPUS IX  ILHA;Presencial;153.0;;;;;;;;;;125.0;;;;;;;;;
DIREITO  CAMPUS JACAREPAGUA;Presencial;89.0;;;;;;;;;;121.0;;;;;;;;;
DIREITO  CAMPUS MACAE;Presencial;107.0;;;;;;;;;;85.0;;;;;;;;;
DIREITO  CAMPUS MENEZES CORTES;Presencial;576.0;;;;;;;;;;796.0;;;;;;;;;
DIREITO  CAMPUS NOVA AMERICA;Presencial;224.0;;;;;;;;;;233.0;;;;;;;;;
DIREITO  CAMPUS PENHA;Presencial;54.0;;;;;;;;;;27.0;;;;;;;;;
DIREITO  CAMPUS PETROPOLIS;Presencial;124.0;;;;;;;;;;107.0;;;;;;;;;
DIREITO  CAMPUS R  TAQUARA;Presencial;61.0;;;;;;;;;;0.0;;;;;;;;;
DIREITO  CAMPUS SANTA CRUZ;Presencial;65.0;;;;;;;;;;26.0;;;;;;;;;
DIREITO  CAMPUS V  FRIBURGO;Presencial;94.0;;;;;;;;;;115.0;;;;;;;;;
DIREITO  CAMPUS VILA VALQUEIRE;Presencial;80.0;;;;;;;;;;84.0;;;;;;;;;
DIREITO  CAMPUS XI  MILLOR FERNANDES;Presencial;96.0;;;;;;;;;;84.0;;;;;;;;;
DIREITO  CAMPUS XII  COPACABANA;Presencial;161.0;;;;;;;;;;148.0;;;;;;;;;
DIREITO  CHACARA SANTO ANTONIO;Presencial;427.0;;;;;;;;;;8.0;;;;;;;;;
DIREITO  INTERLAGOS;Presencial;31.0;;;;;;;;;;0.0;;;;;;;;;
DIREITO  JABAQUARA;Presencial;142.0;;;;;;;;;;0.0;;;;;;;;;
DIREITO  MADUREIRA;Presencial;209.0;;;;;;;;;;133.0;;;;;;;;;
DIREITO  PINHEIROS;Presencial;96.0;;;;;;;;;;24.0;;;;;;;;;
DIREITO  SR;Presencial;147.0;;;;;;;;;;74.0;;;;;;;;;
DIREITO  TATUAPE;Presencial;226.0;;;;;;;;;;40.0;;;;;;;;;
DIREITO  TP;Presencial;117.0;;;;;;;;;;36.0;;;;;;;;;
DIREITO  VERGUEIRO;Presencial;622.0;;;;;;;;;;100.0;;;;;;;;;
DIREITO - BACHAREL EM DIREITO;Presencial;70.0;;;;;;;;;;4.0;;;;;;;;;
DIREITO - DIURNO;Presencial;26.0;;;;;;;;;;8.0;;;;;;;;;
DIREITO - NOTURNO;Presencial;41.0;;;;;;;;;;51.0;;;;;;;;;
DIREITO 2007;Presencial;172.0;;;;;;;;;;1.0;;;;;;;;;
DIREITO ANCHIETA;Presencial;158.0;;;;;;;;;;31.0;;;;;;;;;
DIREITO CAICO;Presencial;53.0;;;;;;;;;;28.0;;;;;;;;;
DIREITO CAMPUS BANGU;Presencial;90.0;;;;;;;;;;59.0;;;;;;;;;
DIREITO CAMPUS CABO FRIO;Presencial;304.0;;;;;;;;;;164.0;;;;;;;;;
DIREITO CAMPUS I REBOUCAS;Presencial;134.0;;;;;;;;;;81.0;;;;;;;;;
DIREITO CAMPUS II BARRA;Presencial;297.0;;;;;;;;;;251.0;;;;;;;;;
DIREITO CAMPUS QUEIMADOS;Presencial;32.0;;;;;;;;;;39.0;;;;;;;;;
DIREITO CAMPUS RECREIO;Presencial;124.0;;;;;;;;;;58.0;;;;;;;;;
DIREITO CAMPUS SAO JOAO DE MERITI;Presencial;126.0;;;;;;;;;;94.0;;;;;;;;;
DIREITO CAMPUS VII CAMPOS DOS GOYTACAZES;Presencial;80.0;;;;;;;;;;91.0;;;;;;;;;
DIREITO CAMPUS VIII RESENDE;Presencial;115.0;;;;;;;;;;81.0;;;;;;;;;
DIREITO CCD;Presencial;56.0;;;;;;;;;;47.0;;;;;;;;;
DIREITO CDR;Presencial;89.0;;;;;;;;;;6.0;;;;;;;;;
