nome_curso;modalidade_ensino;ingressantes_2009;ingressantes_2010;ingressantes_2011;ingressantes_2012;ingressantes_2013;ingressantes_2014;ingressantes_2015;ingressantes_2016;ingressantes_2017;ingressantes_2018;concluintes_2009;concluintes_2010;concluintes_2011;concluintes_2012;concluintes_2013;concluintes_2014;concluintes_2015;concluintes_2016;concluintes_2017;concluintes_2018
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO MOVELEIRA;Presencial;23.0;;;;;;;;;;11.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO MULTIMIDIA;Presencial;360.0;;;;;;;;;;301.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO MULTIMIDIA  MARGINAL;Presencial;2.0;;;;;;;;;;25.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO MULTIMIDIA CHACARA SANTO ANTONIO;Presencial;39.0;;;;;;;;;;47.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO MULTIMIDIA DESIGN DE ANIMACAO;Presencial;46.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO MULTIMIDIA EIXO TECNOLOGICO PRODUCAO CULTURAL E DESIGN;Presencial;106.0;;;;;;;;;;13.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO MULTIMIDIA TATUAPE;Presencial;43.0;;;;;;;;;;29.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PESQUEIRA;Presencial;219.0;;;;;;;;;;1.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA;Presencial;353.0;;;;;;;;;;62.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA AREA PROFISSIONAL COMUNICACAO;Presencial;29.0;;;;;;;;;;17.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA CENTRO I;Presencial;11.0;;;;;;;;;;11.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA EIXO TECNOLOGICO PRODUCAO CULTURAL E DESIGN;Presencial;143.0;;;;;;;;;;16.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA JACAREPAGUA;Presencial;26.0;;;;;;;;;;26.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA MADUREIRA;Presencial;42.0;;;;;;;;;;51.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA NITEROI;Presencial;47.0;;;;;;;;;;40.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO PUBLICITARIA TOM JOBIM;Presencial;75.0;;;;;;;;;;37.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SUCROALCOLEIRA;Presencial;49.0;;;;;;;;;;41.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SUCROALCOOLEIRA;Presencial;318.0;;;;;;;;;;113.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SUCROALCOOLEIRA AGRUPAMENTO DE AREAS PROFISSIONAIS INDUSTRIA DE QUIMICA E DE MINERACAO;Presencial;53.0;;;;;;;;;;23.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SUCROALCOOLEIRA AGRUPAMENTO DE AREAS PROFISSIONAIS INDUSTRIA QUIMICA E MINERACAO;Presencial;284.0;;;;;;;;;;49.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SUCROALCOOLEIRA AGRUPAMENTO DE AREAS PROFISSIONAIS QUIMICA E MINERACAO;Presencial;78.0;;;;;;;;;;61.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SUCROALCOOLEIRA EIXO TECNOLOGICO PRODUCAO INDUSTRIAL;Presencial;5.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SULCROACOOLEIRAAGRUPAMENTO DE AREA PROFISSIONAL INDUSTRIA QUIMICA E MINERACAO;Presencial;58.0;;;;;;;;;;148.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO SULCROALCOOLEIRA;Presencial;45.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM PRODUCAO TEXTIL;Presencial;42.0;;;;;;;;;;35.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM QUALIDADE;Presencial;208.0;;;;;;;;;;19.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM QUIMICA AGROINDUSTRIAL AREA PROFISSIONAL QUIMICA;Presencial;98.0;;;;;;;;;;21.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM QUIMICA DE PRODUTOS NATURAIS;Presencial;83.0;;;;;;;;;;20.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM QUIMICA INDUSTRIAL;Presencial;38.0;;;;;;;;;;2.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA;Presencial;3023.0;;;;;;;;;;1103.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA  BANGU;Presencial;51.0;;;;;;;;;;46.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA AGRUPAMENTO DA AREA PROFISSIONAL MEIO AMBIENTE E DE TECNOLOGIA DA SAUDE;Presencial;27.0;;;;;;;;;;8.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA AGRUPAMENTO DE AREAS PROFISSIONAIS MEIO AMBIENTE E TECNOLOGIA DA SAUDE;Presencial;356.0;;;;;;;;;;114.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA AGRUPAMENTO DE AREAS PROFISSIONAIS MEIO AMBIENTE E TECNOLOGIAS DA SAUDE;Presencial;43.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA AREA PROFISSIONAL MEIO AMBIENTE E TECNOLOGIA DA SAUDE;Presencial;20.0;;;;;;;;;;47.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA AREA PROFISSIONAL SAUDE;Presencial;221.0;;;;;;;;;;130.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA CAMPOS DOS GOYTACAZES;Presencial;39.0;;;;;;;;;;20.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA E DIAGNOSTICO POR IMAGEM EM SAUDE;Presencial;69.0;;;;;;;;;;50.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA EIXO TECNOLOGICO AMBIENTE SAUDE E SEGURANCA;Presencial;290.0;;;;;;;;;;59.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA EIXOTECNOLOGICO AMBIENTE SAUDE E SEGURANCA;Presencial;37.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA MEDICA;Presencial;1.0;;;;;;;;;;98.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA MEDICA AREA PROFISSIONAL SAUDE;Presencial;112.0;;;;;;;;;;73.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA NITEROI;Presencial;51.0;;;;;;;;;;34.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA NORTE SHOPPING;Presencial;143.0;;;;;;;;;;43.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA PETROPOLIS II;Presencial;41.0;;;;;;;;;;28.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA QUEIMADOS;Presencial;6.0;;;;;;;;;;23.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIA R;Presencial;69.0;;;;;;;;;;28.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIAAREA PROFISSIONAL TECNOLOGIA DA SAUDE;Presencial;41.0;;;;;;;;;;14.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RADIOLOGIAEIXO TECNOLOGICO AMBIENTE SAUDE E SEGURANCA;Presencial;68.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RECURSOS HUMANOS;Presencial;180.0;;;;;;;;;;18.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RECURSOS HUMANOS AREA PROFISSIONAL GESTAO;Presencial;25.0;;;;;;;;;;22.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RECURSOS HUMANOSAGRUPAMENTO DE AREAS PROFISSIONAIS COMERCIO E GESTAO;Presencial;78.0;;;;;;;;;;31.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM RECURSOS PESQUEIROS PRODUCAO DE PESCADOS;Presencial;1.0;;;;;;;;;;12.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDE DE COMPUTADORES AREA PROFISSIONAL INFORMATICA;Presencial;42.0;;;;;;;;;;23.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDE DE COMPUTADORES EIXOTECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;17.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES;Presencial;4412.0;;;;;;;;;;1640.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES  JABAQUARA;Presencial;127.0;;;;;;;;;;47.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES  NORTE;Presencial;56.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES  PAULISTA;Presencial;97.0;;;;;;;;;;64.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES  SANTOS;Presencial;34.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES  TATUAPE;Presencial;53.0;;;;;;;;;;19.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES - CAMPUS NATAL-CENTRAL;Presencial;63.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES AGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;460.0;;;;;;;;;;165.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES AGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACOES;Presencial;59.0;;;;;;;;;;20.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES AGRUPAMENTO DE AREAS PROFISSIONAISINFORMATICA E TELECOMUNICACAO;Presencial;29.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES AREA DE INFORMATICA;Presencial;73.0;;;;;;;;;;23.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES AREA PROFISSIONAL INFORMATICA;Presencial;1526.0;;;;;;;;;;613.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES AREA PROFISSIONAL INFORMATICA  ANCHIETA;Presencial;72.0;;;;;;;;;;67.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES CAMPO GRANDE II;Presencial;47.0;;;;;;;;;;28.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES COMPUTADORES AREA PROFISSIONAL INFORMATICA;Presencial;1.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES EIXO TECNOLOGICO DE INFORMACAO E COMUNICACAO;Presencial;58.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES EIXO TECNOLOGICO INFORMACAO E COMUNICACA;Presencial;10.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES EIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;1521.0;;;;;;;;;;510.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES EIXO TECNOLOGICO INFORMACAO E COMUNICACAO  UNIDADE PRADO;Presencial;126.0;;;;;;;;;;69.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES EIXO TECNOLOGICOINFORMACAO E COMUNICACAO;Presencial;94.0;;;;;;;;;;22.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES EIXOTECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;122.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES MARGINAL;Presencial;62.0;;;;;;;;;;36.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES MARQUES;Presencial;81.0;;;;;;;;;;51.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES NITEROI;Presencial;59.0;;;;;;;;;;33.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES SANTO AMARO;Presencial;167.0;;;;;;;;;;19.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORES VILA VALQUEIRE;Presencial;27.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORESAGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;105.0;;;;;;;;;;170.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORESAREA PROFISSIONAL INFORMATICA;Presencial;77.0;;;;;;;;;;80.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORESAREA PROFISSIONALINFORMATICA;Presencial;60.0;;;;;;;;;;26.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORESEIXO TECNOLOGICO INFORMACAO E COMUNICACAO;Presencial;140.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMPUTADORESEIXO TECNOLOGICOINFORMACAO E COMUNICACAO;Presencial;17.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE COMUNICACAO;Presencial;110.0;;;;;;;;;;19.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE EMPRESAS ASSOCIATIVISMO E COOPERATIVISMO NO AGRONEGOCIO;Presencial;44.0;;;;;;;;;;4.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE TELECOMUNICACOES;Presencial;35.0;;;;;;;;;;31.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM REDES DE TELECOMUNICACOES CENTRO IV;Presencial;131.0;;;;;;;;;;82.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO AMBIENTAL;Presencial;331.0;;;;;;;;;;49.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO AMBIENTAL - CURSO SUPERIOR DE TECNOLOGIA EM CONTROLE AMBIENTAL;Presencial;43.0;;;;;;;;;;72.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO AMBIENTAL - CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO BASICO;Presencial;1.0;;;;;;;;;;1.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO AMBIENTAL - SANEAMENTO BASICO;Presencial;115.0;;;;;;;;;;17.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO AMBIENTAL AREA PROFISSIONAL MEIO AMBIENTE;Presencial;157.0;;;;;;;;;;100.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO AMBIENTAL EIXO TECNOLOGICO AMBIENTE SAUDE E SEGURANCA;Presencial;56.0;;;;;;;;;;25.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SANEAMENTO AMBIENTALAREA PROFISSIONALMEIO AMBIENTE;Presencial;5.0;;;;;;;;;;10.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SAUDE MODALIDADE PROJETOS MANUTENCAO E OPERACAO DE APARELHOS MEDICOHOSPITALARES;Presencial;40.0;;;;;;;;;;52.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SAUDE PUBLICA;Presencial;1.0;;;;;;;;;;18.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SECRETARIADO;Presencial;615.0;;;;;;;;;;227.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SECRETARIADO - SECRETARIADO EXECUTIVO BILINGUE;Presencial;2.0;;;;;;;;;;31.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SECRETARIADO AGRUPAMENTO DE AREA PROFISSIONAL COMERCIO E GESTAO;Presencial;8.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SECRETARIADO AGRUPAMENTO DE AREAS PROFISSIONAIS COMERCIO E GESTAO;Presencial;2.0;;;;;;;;;;43.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SECRETARIADO EIXO TECNOLOGICO GESTAO E NEGOCIOS;Presencial;149.0;;;;;;;;;;119.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SECRETARIADO EXECUTIVO;Presencial;71.0;;;;;;;;;;1.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SECRETARIADO EXECUTIVO BILINGUE;Presencial;12.0;;;;;;;;;;11.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA DA INFORMACAO;Presencial;501.0;;;;;;;;;;66.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA DA INFORMACAO AGRUPAMENTO DAS AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;90.0;;;;;;;;;;27.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA DO TRABALHO;Presencial;259.0;;;;;;;;;;82.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO;Presencial;644.0;;;;;;;;;;77.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO - TAQUARA R9;Presencial;24.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO AGRUPAMENTO DE AREAS PROFISSIONAIS MEIO AMBIENTE E TECNOLOGIA DA SAUDE;Presencial;52.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO AREA PROFISSIONAL SAUDE;Presencial;92.0;;;;;;;;;;52.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO BANGU;Presencial;43.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO CAMPOS DOS GOYTACAZES;Presencial;1.0;;;;;;;;;;25.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO EIXO TECNOLOGICO AMBIENTE SAUDE E SEGURANCA;Presencial;60.0;;;;;;;;;;1.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO PRACA XI;Presencial;54.0;;;;;;;;;;30.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO SANTA CRUZ;Presencial;43.0;;;;;;;;;;14.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO SAO GONCALO;Presencial;74.0;;;;;;;;;;22.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHO SAO JOAO DE MERITI;Presencial;25.0;;;;;;;;;;11.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHOAREA PROFISSIONAL SAUDE;Presencial;15.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHOEIXO TECNOLOGICO AMBIENTE SAUDE E SEGURANCA;Presencial;74.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA NO TRABALHOEIXO TECNOLOGICO AMBIENTE SAUDE E SEGURANCA NO TRABALHO;Presencial;114.0;;;;;;;;;;45.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA PRIVADA;Presencial;55.0;;;;;;;;;;24.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA PRIVADA ANCHIETA;Presencial;44.0;;;;;;;;;;32.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA PRIVADA CHACARA SANTO ANTONIO;Presencial;124.0;;;;;;;;;;60.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA PRIVADA MARQUES;Presencial;59.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SEGURANCA PUBLICA;Presencial;41.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SILVICULTURA;Presencial;26.0;;;;;;;;;;42.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMA DE GESTAO AMBIENTAL AREA PROFISSIONALMEIO AMBIENTE;Presencial;85.0;;;;;;;;;;6.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMA DE INFORMACAO AREA PROFISSIONAL INFORMATICA;Presencial;1.0;;;;;;;;;;11.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMA PARA INTERNET;Presencial;121.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS AUTOMOTIVOS EIXO TECNOLOGICO CONTROLE E PROCESSOS INDUSTRIAIS;Presencial;118.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS BIOMEDICOS;Presencial;40.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE BANCO DE DADOS AREA PROFISSIONAL INFORMATICA;Presencial;21.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE ENERGIA;Presencial;56.0;;;;;;;;;;1.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE INFORMACAO AREA PROFISSIONAL INFORMATICA;Presencial;109.0;;;;;;;;;;39.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE TELECOMUNICACOES;Presencial;459.0;;;;;;;;;;130.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE TELECOMUNICACOES AREA PROFISSIONAL TELECOMUNICACOES;Presencial;29.0;;;;;;;;;;14.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS DE TELECOMUNICACOESAGRUPAMENTO DE AREA PROFISSIONAL INFORMATICA E TELECOMUNICACOES;Presencial;2.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS ELETRICOS;Presencial;143.0;;;;;;;;;;78.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS ELETRICOS EIXO TECNOLOGICO CONTROLE E PROCESSOS INDUSTRIAIS;Presencial;56.0;;;;;;;;;;4.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS ELETRONICOS;Presencial;101.0;;;;;;;;;;0.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS ELETRONICOS EIXO TECNOLOGICO CONTROLE E PROCESSO INDUSTRIAIS;Presencial;84.0;;;;;;;;;;31.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA A INTERNET;Presencial;3.0;;;;;;;;;;7.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA A INTERNET AGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;16.0;;;;;;;;;;1.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET;Presencial;1162.0;;;;;;;;;;251.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AGRUPAMENTO DAS AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;8.0;;;;;;;;;;21.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AGRUPAMENTO DAS AREAS PROFISSIONAISINFORMATICA E TELECOMUNICACAO;Presencial;44.0;;;;;;;;;;16.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AGRUPAMENTO DE AREA PROFISSIONAL INFORMATICA E TELECOMUNICACOES;Presencial;18.0;;;;;;;;;;7.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACAO;Presencial;119.0;;;;;;;;;;29.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AGRUPAMENTO DE AREAS PROFISSIONAIS INFORMATICA E TELECOMUNICACOES;Presencial;9.0;;;;;;;;;;10.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AREA PROFISSIONAL INFORMATICA;Presencial;63.0;;;;;;;;;;24.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET AREA PROFISSIONAL INFORMATICA E TELECOMUNICACAO;Presencial;29.0;;;;;;;;;;16.0;;;;;;;;;
CURSO SUPERIOR DE TECNOLOGIA EM SISTEMAS PARA INTERNET E REDES;Presencial;45.0;;;;;;;;;;0.0;;;;;;;;;
